First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Victoria,Leonardo,Fury,"5' 5""",125 lbs.,"64.0""",Orthodox,9,6,0,0,3.27,39%,4.70,46%,1.60,27%,71%,0.0,15,FlyWeight,2061
Anthony,Leone,,"5' 6""",135 lbs.,--,Orthodox,15,8,0,0,1.94,53%,2.52,56%,1.72,18%,0%,0.0,23,BantamWeight,2062
Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,9,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,WelterWeight,2063
Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,0,0.76,83%,2.12,30%,4.55,100%,0%,2.3,18,HeavyWeight,2064
Michael,Lerma,,--,--,--,,0,1,0,0,0.00,0%,6.47,45%,0.00,0%,0%,0.0,1,HeavyWeight,2065
Lukasz,Les,,--,170 lbs.,--,,8,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,WelterWeight,2066
Brock,Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0,0,3.53,72%,2.11,50%,3.90,55%,60%,0.5,8,HeavyWeight,2067
Frank,Lester,,"5' 11""",170 lbs.,--,Orthodox,11,6,0,0,2.18,36%,3.82,53%,0.00,0%,0%,0.0,17,WelterWeight,2068
Valerie,Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0,0,4.51,37%,5.40,58%,0.77,45%,66%,0.3,14,StrawWeight,2069
Leah,Letson,Nidas,"5' 7""",145 lbs.,"71.0""",Southpaw,5,3,0,0,3.06,41%,3.84,52%,0.51,50%,76%,0.0,8,FeatherWeight,2070
Justin,Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,10,7,0,0,1.24,47%,3.15,37%,1.69,50%,33%,5.1,17,MiddleWeight,2071
Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,0,2.55,64%,3.70,37%,3.89,36%,83%,0.6,29,LightWeight,2072
David,Levicki,,"6' 5""",275 lbs.,--,,1,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,HeavyWeight,2073
Kyle,Levinton,,--,--,--,,0,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,HeavyWeight,2074
Natan,Levy,Lethal,"5' 9""",155 lbs.,"71.0""",Southpaw,8,1,0,0,4.01,51%,3.52,58%,5.37,57%,41%,0.5,9,LightWeight,2075
John,Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3,0,0.00,0%,4.00,66%,0.00,0%,0%,0.0,10,LightWeight,2076
Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,27,12,0,0,2.43,50%,2.48,40%,0.53,26%,53%,0.0,39,HeavyWeight,2077
Bevon,Lewis,,"6' 3""",185 lbs.,"79.0""",Orthodox,7,3,0,0,3.73,43%,2.67,54%,0.00,0%,66%,0.0,10,MiddleWeight,2078
Brandon,Lewis,,"5' 4""",135 lbs.,"70.0""",Orthodox,6,2,0,0,2.17,29%,3.63,53%,1.00,15%,20%,0.0,8,BantamWeight,2079
Malik,Lewis,Hard Knock,"6' 0""",155 lbs.,"75.0""",Orthodox,6,2,0,0,4.16,45%,5.66,40%,3.98,40%,50%,0.0,8,LightWeight,2080
Chi,Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,,7,0,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,HeavyWeight,2081
Li,Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",Orthodox,19,8,0,0,4.46,42%,3.84,57%,1.25,41%,60%,0.0,27,WelterWeight,2082
Liang,Na,The Dragon Girl,"5' 5""",125 lbs.,"67.0""",Orthodox,19,7,0,0,1.93,40%,4.48,27%,5.10,60%,0%,0.8,26,FlyWeight,2083
Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,20,11,0,0,2.46,51%,2.76,41%,3.28,53%,30%,1.6,31,WelterWeight,2084
Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0,0,2.97,35%,2.71,56%,0.44,75%,81%,0.0,29,LightHeavyWeight,2085
Rodrigo,Lidio,Dynamis,"5' 11""",155 lbs.,"73.0""",Orthodox,12,3,0,0,0.97,50%,0.00,100%,0.00,0%,50%,0.0,15,LightWeight,2086
Sam,Liera,,--,--,--,,12,10,0,0,0.82,60%,7.36,51%,0.00,0%,66%,0.0,22,HeavyWeight,2087
Zach,Light,,"5' 8""",170 lbs.,--,Orthodox,9,11,0,0,0.81,33%,1.90,48%,1.36,100%,0%,0.0,20,WelterWeight,2088
Scott,Lighty,,"6' 2""",205 lbs.,--,,6,2,0,0,2.91,21%,4.24,49%,0.00,0%,0%,0.0,8,LightHeavyWeight,2089
Chris,Liguori,,"5' 9""",185 lbs.,--,Orthodox,15,10,0,0,0.29,33%,1.44,0%,0.00,0%,50%,0.0,25,MiddleWeight,2090
Donnie,Liles,,"5' 9""",170 lbs.,--,Orthodox,17,7,0,0,2.25,41%,1.75,65%,2.50,28%,0%,1.2,24,WelterWeight,2091
Jae Suk,Lim,,"5' 9""",170 lbs.,--,Orthodox,17,6,0,0,2.43,50%,4.05,37%,12.16,100%,100%,0.0,23,WelterWeight,2092
Hyun Gyu,Lim,The Ace,"6' 3""",170 lbs.,"77.0""",Orthodox,13,7,1,0,4.45,41%,5.07,51%,0.23,100%,73%,0.2,21,WelterWeight,2093
Juliana,Lima,Ju Thai,"5' 5""",115 lbs.,"65.0""",Orthodox,9,5,0,0,1.94,44%,2.11,55%,1.72,31%,70%,0.0,14,StrawWeight,2094
Dhiego,Lima,,"6' 2""",170 lbs.,"75.0""",Orthodox,17,9,0,0,3.12,39%,3.88,58%,1.26,34%,73%,0.6,26,WelterWeight,2095
Douglas,Lima,The Phenom,"6' 1""",170 lbs.,--,,29,6,0,0,1.92,36%,2.84,60%,0.60,100%,46%,0.0,35,WelterWeight,2096
Mabelly,Lima,,"5' 2""",135 lbs.,--,Orthodox,7,1,0,0,3.07,63%,5.67,44%,0.00,0%,100%,0.0,8,BantamWeight,2097
Andre,Lima,Mascote,"5' 7""",125 lbs.,"67.0""",Orthodox,7,0,0,0,4.07,66%,1.67,67%,1.00,100%,100%,0.0,7,FlyWeight,2098
Miguel,Linares,,--,--,--,,2,4,0,0,6.51,50%,8.84,36%,0.00,0%,0%,0.0,6,HeavyWeight,2099
Emiliano,Linares,Golden Bull,"5' 8""",145 lbs.,"72.0""",Orthodox,8,2,0,0,1.17,28%,3.59,26%,0.00,0%,33%,0.0,10,FeatherWeight,2100
Matt,Lindland,The Law,"6' 0""",185 lbs.,"74.0""",Southpaw,22,9,0,0,2.62,50%,1.56,52%,3.01,48%,60%,1.3,31,MiddleWeight,2101
Jake,Lindsey,The Librarian,"5' 11""",155 lbs.,--,Switch,12,7,0,0,3.44,52%,4.01,46%,0.65,33%,50%,0.0,19,LightWeight,2102
John,Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",Orthodox,31,9,0,0,5.36,40%,4.27,56%,0.56,58%,67%,0.6,40,BantamWeight,2103
Austin,Lingo,Lights Out,"5' 10""",145 lbs.,"70.0""",Orthodox,9,3,0,0,3.86,37%,4.86,57%,0.43,66%,75%,0.0,12,FeatherWeight,2104
Lucio,Linhares,,"6' 2""",185 lbs.,--,Orthodox,19,8,0,0,0.99,22%,3.47,34%,1.86,50%,50%,1.9,27,MiddleWeight,2105
Philipe,Lins,Monstro,"6' 2""",205 lbs.,"78.0""",Orthodox,17,5,0,0,3.59,46%,3.73,44%,1.55,35%,100%,0.0,22,LightHeavyWeight,2106
Ariane,Lipski,Queen of Violence,"5' 6""",125 lbs.,"67.0""",Orthodox,17,8,0,0,4.27,40%,4.23,52%,0.64,55%,79%,0.4,25,FlyWeight,2107
Tainara,Lisboa,Thai Panther,"5' 7""",135 lbs.,"67.0""",Orthodox,7,2,0,0,2.05,50%,1.40,54%,2.05,40%,70%,0.5,9,BantamWeight,2108
Dean,Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",Orthodox,13,7,0,0,1.26,35%,1.89,61%,1.58,15%,50%,1.1,20,MiddleWeight,2109
Wesley,Little,,"6' 4""",205 lbs.,--,,4,8,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,LightHeavyWeight,2110
James,Llontop,Goku,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0,0,4.93,54%,1.93,74%,0.00,0%,71%,0.0,16,LightWeight,2111
Abner,Lloveras,Skullman,"5' 11""",155 lbs.,--,,20,9,1,0,6.27,49%,6.87,43%,2.00,20%,0%,0.0,30,LightWeight,2112
Brian,Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,6,10,3,0,3.87,42%,0.00,0%,0.00,0%,66%,0.0,19,LightWeight,2113
John,Lober,The Machine,"5' 11""",199 lbs.,--,Orthodox,5,9,4,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,LightHeavyWeight,2114
Artem,Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65.0""",Southpaw,13,15,1,0,3.52,41%,4.82,50%,0.39,25%,52%,0.0,29,FeatherWeight,2115
Dylan,Lockard,,"5' 9""",145 lbs.,"72.0""",Orthodox,6,2,0,0,1.31,53%,3.31,52%,2.31,40%,28%,1.2,8,FeatherWeight,2116
Sean,Loeffler,The Destroyer,"6' 3""",185 lbs.,--,Orthodox,31,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,36,MiddleWeight,2117
Christian,Lohsen,Hollywood,"6' 2""",155 lbs.,"77.0""",Southpaw,4,2,0,0,5.27,49%,6.93,44%,0.00,0%,0%,2.0,6,LightWeight,2118
David,Loiseau,The Crow,"6' 0""",185 lbs.,"76.0""",Orthodox,23,11,0,0,1.59,44%,3.64,43%,0.43,42%,36%,0.1,34,MiddleWeight,2119
Hector,Lombard,,"5' 9""",185 lbs.,"71.0""",Southpaw,34,10,1,0,3.02,46%,3.35,53%,1.69,48%,77%,0.5,45,MiddleWeight,2120
Michael,Lombardo,The Don,"6' 0""",170 lbs.,"72.0""",Orthodox,11,2,0,0,1.47,62%,2.63,31%,2.50,21%,60%,0.0,13,WelterWeight,2121
Rocky,Long,,--,145 lbs.,--,,21,37,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,59,FeatherWeight,2122
Thomas,Longacre,,"5' 9""",145 lbs.,--,Orthodox,6,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,FeatherWeight,2123
Loma,Lookboonmee,,"5' 1""",115 lbs.,"61.0""",Orthodox,9,3,0,0,4.10,57%,2.48,53%,1.90,50%,72%,0.1,12,StrawWeight,2124
Ange,Loosa,The Last Ninja,"5' 10""",170 lbs.,"74.0""",Orthodox,10,3,0,0,6.32,46%,6.88,51%,2.25,45%,100%,0.2,13,WelterWeight,2125
Lucas,Lopes,,"6' 2""",185 lbs.,--,,29,19,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,48,MiddleWeight,2126
Dileno,Lopes,,"5' 5""",135 lbs.,--,,19,3,0,0,2.37,36%,3.33,53%,2.50,31%,100%,1.5,22,BantamWeight,2127
Diego,Lopes,,"5' 11""",145 lbs.,"72.0""",Orthodox,23,6,0,0,2.47,53%,4.91,37%,0.00,0%,42%,5.3,29,FeatherWeight,2128
Bruno,Lopes,Brunao,"6' 2""",205 lbs.,"75.0""",Orthodox,11,1,0,0,5.29,35%,8.46,53%,0.00,0%,0%,0.0,12,LightHeavyWeight,2129
Ivan,Lopez,,"5' 6""",135 lbs.,--,Southpaw,14,3,1,0,0.90,26%,2.24,65%,0.00,0%,30%,0.0,18,BantamWeight,2130
Steve,Lopez,,"5' 11""",155 lbs.,--,Orthodox,13,6,1,0,1.39,24%,2.69,62%,0.00,0%,37%,0.0,20,LightWeight,2131
Federico,Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,10,6,0,0,1.78,23%,5.35,30%,0.00,0%,0%,0.0,16,FeatherWeight,2132
Jorge,Lopez,,"5' 10""",170 lbs.,--,Orthodox,11,5,0,0,2.47,59%,2.57,50%,3.50,41%,81%,0.0,16,WelterWeight,2133
Christopher,Lopez,,"5' 10""",170 lbs.,--,,9,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,WelterWeight,2134
Matthew,Lopez,,"5' 7""",135 lbs.,"69.0""",Southpaw,10,4,0,0,3.13,50%,3.73,55%,3.32,60%,71%,1.3,14,BantamWeight,2135
Benito,Lopez,Golden Boy,"5' 10""",135 lbs.,"73.0""",Switch,10,2,0,0,4.39,45%,5.18,56%,0.00,0%,73%,0.3,12,BantamWeight,2136
Gustavo,Lopez,,"5' 5""",135 lbs.,"67.0""",Orthodox,12,6,1,0,2.48,40%,3.87,57%,1.74,41%,31%,0.7,19,BantamWeight,2137
Brendan,Loughnane,,"5' 10""",145 lbs.,"70.0""",Switch,17,3,0,0,6.23,63%,6.70,53%,1.50,30%,92%,0.0,20,FeatherWeight,2138
Nate,Loughran,,"6' 2""",185 lbs.,--,Orthodox,11,2,0,0,1.81,40%,4.11,59%,0.00,0%,0%,2.1,13,MiddleWeight,2139
Caolan,Loughran,The Don,"5' 6""",135 lbs.,"68.0""",Orthodox,8,1,0,0,3.20,36%,5.60,48%,2.00,18%,0%,0.0,9,BantamWeight,2140
Rashard,Lovelace,,--,155 lbs.,--,,4,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,LightWeight,2141
Ian,Loveland,The Barn Owl,"5' 8""",145 lbs.,--,Orthodox,18,10,0,0,2.71,40%,2.36,64%,1.00,37%,69%,0.3,28,FeatherWeight,2142
Jakob,Lovstad,The Striking Viking,"6' 3""",205 lbs.,--,Orthodox,11,4,0,0,0.00,0%,9.43,35%,0.00,0%,0%,0.0,15,LightHeavyWeight,2143
Waylon,Lowe,,"5' 7""",145 lbs.,--,Southpaw,16,7,0,0,1.88,55%,2.40,53%,4.47,55%,83%,0.3,23,FeatherWeight,2144
Brandon,Lowe,,--,155 lbs.,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,LightWeight,2145
Joe,Lowry,,"5' 11""",155 lbs.,"73.0""",Orthodox,9,2,0,0,3.97,34%,4.25,63%,0.00,0%,0%,0.0,11,LightWeight,2146
Lu,Kai,The Last Gladiator,"5' 9""",145 lbs.,"69.0""",Orthodox,8,5,0,0,3.76,43%,5.51,55%,2.62,50%,100%,2.6,13,FeatherWeight,2147
Lu,Zhengyong,,--,125 lbs.,--,,12,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,19,FlyWeight,2148
Robert,Lucarelli,,"6' 2""",245 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,2149
Matt,Lucas,Luke Duke,"6' 1""",205 lbs.,--,,15,3,0,0,1.27,48%,3.93,40%,1.00,10%,0%,0.0,18,LightHeavyWeight,2150
Cleber,Luciano,,"5' 6""",155 lbs.,--,,14,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,20,LightWeight,2151
Stephanie,Luciano,Rondinha,"5' 6""",115 lbs.,"65.0""",Orthodox,5,1,1,0,5.80,57%,2.33,61%,1.00,100%,83%,0.0,7,StrawWeight,2152
Iasmin,Lucindo,,"5' 3""",115 lbs.,"66.0""",Orthodox,15,5,0,0,3.33,39%,3.23,67%,2.33,66%,66%,0.4,20,StrawWeight,2153
Duane,Ludwig,Bang,"5' 10""",170 lbs.,"70.0""",Orthodox,21,14,0,0,4.62,44%,3.05,57%,0.43,25%,59%,0.1,35,WelterWeight,2154
Mike,Lullo,,"5' 8""",145 lbs.,--,Orthodox,8,3,0,0,2.48,36%,4.84,40%,1.18,11%,0%,0.6,11,FeatherWeight,2155
Dalcha,Lungiambula,Champion,"5' 8""",185 lbs.,"76.0""",Orthodox,11,6,0,0,3.07,45%,3.93,52%,2.14,45%,77%,0.0,17,MiddleWeight,2156
Alexandru,Lungu,,"6' 0""",385 lbs.,--,Orthodox,14,4,0,0,3.61,66%,7.22,40%,0.00,0%,0%,0.0,18,HeavyWeight,2157
Vicente,Luque,The Silent Assassin,"5' 11""",170 lbs.,"75.0""",Orthodox,22,9,1,0,5.17,52%,5.15,52%,1.04,60%,62%,0.7,32,WelterWeight,2158
Thaddeus,Luster,,"6' 3""",210 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,2159
Travis,Lutter,The Serial Killer,"5' 11""",185 lbs.,"75.0""",Orthodox,10,6,0,0,0.41,32%,2.42,42%,1.95,24%,30%,0.7,16,MiddleWeight,2160
Tucker,Lutz,Top Gun,"5' 8""",145 lbs.,"72.0""",Orthodox,12,4,0,0,3.74,46%,3.25,44%,1.99,44%,69%,0.2,16,FeatherWeight,2161
Lv,Zhenhong,,"5' 8""",145 lbs.,"67.0""",Switch,16,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,22,FeatherWeight,2162
Stevie,Lynch,,"5' 10""",170 lbs.,--,Orthodox,5,2,0,0,2.47,25%,7.06,41%,0.00,0%,0%,0.0,7,WelterWeight,2163
Adam,Lynn,,"5' 10""",155 lbs.,--,Orthodox,17,10,0,0,1.47,63%,6.95,10%,0.00,0%,50%,0.0,27,LightWeight,2164
Chris,Lytle,Lights Out,"5' 11""",170 lbs.,"68.0""",Orthodox,31,18,5,0,3.76,45%,3.03,58%,0.70,55%,55%,2.4,54,WelterWeight,2165
Dong Hyun,Ma,Maestro,"5' 11""",155 lbs.,"70.0""",Orthodox,16,11,3,0,2.84,41%,4.10,54%,1.27,53%,33%,0.0,30,LightWeight,2166
Pawan,Maan,,"5' 7""",155 lbs.,"70.0""",Orthodox,7,3,1,0,0.89,44%,2.98,43%,0.00,0%,0%,0.0,11,LightWeight,2167
William,Macario,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,9,3,0,0,4.92,54%,3.96,65%,1.85,45%,78%,0.0,12,WelterWeight,2168
Jason,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",Orthodox,25,16,0,0,1.55,52%,2.70,46%,1.43,16%,35%,2.0,41,MiddleWeight,2169
Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0,0,1.80,50%,2.04,46%,7.19,80%,80%,5.4,9,LightHeavyWeight,2170
Rory,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",Orthodox,19,4,0,0,3.75,42%,2.80,62%,1.77,47%,88%,0.4,23,WelterWeight,2171
Ryan,MacDonald,Main Event,"5' 11""",135 lbs.,"71.0""",Switch,10,2,0,0,2.28,29%,6.49,45%,0.00,0%,0%,0.0,12,BantamWeight,2172
Clayton,MacFarlane,,--,170 lbs.,--,,4,1,0,0,1.33,52%,1.82,55%,1.05,33%,37%,0.0,5,WelterWeight,2173
Ilima,Macfarlane,,"5' 4""",125 lbs.,--,,6,0,0,0,4.13,43%,2.93,65%,0.00,0%,50%,1.0,6,FlyWeight,2174
Valesca,Machado,Tina Black,"5' 4""",115 lbs.,"63.0""",Orthodox,8,3,0,0,2.40,32%,2.87,64%,0.00,0%,76%,0.0,11,StrawWeight,2175
Caio,Machado,Bigfoot,"6' 4""",250 lbs.,"78.0""",Southpaw,8,2,1,0,6.57,64%,1.87,64%,0.00,0%,82%,0.0,11,HeavyWeight,2176
Lyoto,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",Southpaw,24,8,0,0,2.59,53%,1.57,61%,1.21,65%,75%,0.4,32,MiddleWeight,2177
War,Machine,,"5' 11""",170 lbs.,--,Orthodox,14,5,0,0,2.32,60%,3.17,43%,1.16,50%,40%,0.0,19,WelterWeight,2178
Anthony,Macias,Mad Dog,"5' 9""",185 lbs.,--,Switch,26,18,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,44,MiddleWeight,2179
Pauline,Macias,PITA,"5' 4""",115 lbs.,"64.0""",Southpaw,4,1,0,0,0.80,29%,4.60,42%,2.00,18%,0%,0.0,5,StrawWeight,2180
Reza,Madadi,Mad Dog,"5' 11""",155 lbs.,"73.0""",Orthodox,14,6,0,0,2.51,46%,3.31,66%,3.17,33%,89%,0.5,20,LightWeight,2181
Don,Madge,Magic Man,"6' 0""",155 lbs.,"72.0""",Southpaw,9,3,1,0,2.08,52%,0.74,67%,2.22,25%,80%,0.7,13,LightWeight,2182
Ryan,Madigan,,"6' 0""",170 lbs.,--,Orthodox,5,3,0,0,0.00,0%,3.35,47%,0.00,0%,0%,0.0,8,WelterWeight,2183
Victor,Madrigal,Periquito,"5' 7""",135 lbs.,"71.0""",Orthodox,15,5,0,0,2.31,38%,9.56,50%,0.00,0%,0%,0.0,20,BantamWeight,2184
Jon,Madsen,,"6' 0""",240 lbs.,"72.0""",Orthodox,8,2,0,0,2.46,41%,1.18,81%,1.32,71%,70%,0.0,10,HeavyWeight,2185
Mark,Madsen,The Olympian,"5' 8""",155 lbs.,"72.0""",Orthodox,12,2,0,0,3.56,49%,3.97,52%,2.86,66%,62%,0.0,14,LightWeight,2186
Yoshiro,Maeda,,"5' 7""",139 lbs.,"68.0""",Southpaw,35,16,5,0,2.36,33%,2.55,63%,2.93,51%,50%,0.7,56,FeatherWeight,2187
Leonardo,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",Orthodox,13,4,0,0,4.55,48%,4.38,43%,2.12,83%,69%,0.4,17,LightWeight,2188
Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"75.0""",Orthodox,14,9,0,0,2.14,24%,3.97,68%,1.55,44%,66%,0.8,23,LightHeavyWeight,2189
Vinicius,Magalhaes,Draculinho,--,145 lbs.,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,FeatherWeight,2190
Caio,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",Orthodox,10,3,0,0,2.27,40%,2.78,56%,1.05,15%,58%,1.6,13,MiddleWeight,2191
Bernardo,Magalhaes,Trekko,"5' 9""",155 lbs.,--,Orthodox,13,4,0,0,1.80,27%,3.37,68%,0.00,0%,0%,0.5,17,LightWeight,2192
Eric,Magana,,--,--,--,,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,2193
Brandon,Magana,,--,170 lbs.,--,Orthodox,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,WelterWeight,2194
Angela,Magana,Your Majesty,"5' 1""",115 lbs.,"65.0""",Orthodox,11,9,0,0,1.53,28%,4.92,42%,0.40,25%,28%,0.4,20,StrawWeight,2195
Neil,Magny,The Haitian Sensation,"6' 3""",170 lbs.,"80.0""",Orthodox,29,12,0,0,3.47,46%,2.42,52%,2.17,40%,54%,0.3,41,WelterWeight,2196
Raimond,Magomedaliev,,"6' 1""",170 lbs.,"75.0""",Orthodox,10,2,0,0,4.07,41%,4.75,41%,0.00,0%,0%,0.0,12,WelterWeight,2197
Ibragim,Magomedov,,"6' 0""",250 lbs.,--,Orthodox,22,8,1,0,0.26,4%,3.86,42%,0.00,0%,0%,0.0,31,HeavyWeight,2198
Rashid,Magomedov,Highlander,"5' 9""",155 lbs.,"70.0""",Orthodox,20,2,0,0,4.40,49%,3.05,54%,0.67,57%,89%,0.2,22,LightWeight,2199
Ruslan,Magomedov,Leopard,"6' 3""",242 lbs.,"78.0""",Orthodox,14,1,0,0,4.02,47%,1.47,66%,0.33,100%,88%,0.0,15,HeavyWeight,2200
Abus,Magomedov,,"6' 2""",185 lbs.,"78.0""",Orthodox,25,6,1,0,3.73,42%,5.36,54%,0.61,50%,100%,0.0,32,MiddleWeight,2201
Shara,Magomedov,Bullet,"6' 2""",185 lbs.,"73.0""",Orthodox,12,0,0,0,7.53,73%,4.33,28%,0.00,0%,57%,0.0,12,MiddleWeight,2202
Zabit,Magomedsharipov,,"6' 1""",145 lbs.,"73.0""",Orthodox,18,1,0,0,4.89,48%,3.00,64%,5.22,56%,77%,0.8,19,FeatherWeight,2203
John,Maguire,The One,"5' 9""",155 lbs.,"69.0""",Southpaw,24,9,0,0,1.41,41%,2.44,65%,2.80,46%,77%,1.1,33,LightWeight,2204
Lolohea,Mahe,,--,--,--,,10,4,1,0,1.71,29%,6.92,40%,2.44,40%,0%,0.0,15,HeavyWeight,2205
Michelle,Maher,,--,145 lbs.,--,,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,FeatherWeight,2206
,Maheshate,,"6' 0""",155 lbs.,"71.0""",Orthodox,9,3,0,0,2.91,26%,4.86,49%,0.00,0%,45%,0.0,12,LightWeight,2207
Bill,Mahood,The Butcher,"6' 3""",200 lbs.,--,Orthodox,20,7,1,0,1.54,85%,3.59,17%,0.00,0%,0%,3.9,28,LightHeavyWeight,2208
Klayton,Mai,,"5' 9""",125 lbs.,--,,8,3,0,0,1.53,42%,1.02,63%,3.83,100%,0%,7.7,11,FlyWeight,2209
Demian,Maia,,"6' 1""",170 lbs.,"72.0""",Southpaw,28,11,0,0,1.80,43%,2.07,63%,2.49,24%,61%,1.0,39,WelterWeight,2210
Jennifer,Maia,,"5' 4""",125 lbs.,"64.0""",Orthodox,21,10,1,0,4.35,38%,4.52,55%,0.42,27%,58%,0.1,32,FlyWeight,2211
Nayara,Maia,Capita,"5' 5""",125 lbs.,"66.0""",Orthodox,7,1,1,0,0.60,36%,3.33,43%,1.00,33%,0%,1.0,9,FlyWeight,2212
Roshan,Mainam,The Indian Notorious,--,135 lbs.,--,,6,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,BantamWeight,2213
Levan,Makashvili,The Hornet,"5' 8""",145 lbs.,"68.0""",Orthodox,15,2,1,0,2.87,54%,2.07,61%,3.67,42%,85%,0.0,18,FeatherWeight,2214
John,Makdessi,The Bull,"5' 8""",155 lbs.,"68.0""",Orthodox,18,9,0,0,5.52,49%,4.15,68%,0.00,0%,86%,0.0,27,LightWeight,2215
Islam,Makhachev,,"5' 10""",155 lbs.,"70.0""",Southpaw,25,1,0,1,2.46,60%,1.27,61%,3.17,60%,90%,1.0,26,LightWeight,2216
Aliev,Makhmud,,"5' 6""",195 lbs.,--,Southpaw,0,1,0,0,1.12,30%,2.24,36%,2.10,50%,0%,0.0,1,LightHeavyWeight,2217
Zach,Makovsky,Fun Size,"5' 4""",125 lbs.,"64.0""",Southpaw,20,8,0,0,1.94,43%,2.24,62%,3.71,30%,56%,0.3,28,FlyWeight,2218
Azat,Maksum,Qazaq,"5' 7""",125 lbs.,"70.0""",Southpaw,17,1,0,0,2.80,23%,5.23,55%,2.00,22%,66%,0.5,18,FlyWeight,2219
Jeremy,Malaterre,,"5' 11""",155 lbs.,--,,4,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightWeight,2220
Fabio,Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75.0""",Orthodox,23,11,0,0,5.29,58%,4.31,53%,0.44,57%,61%,0.6,34,LightHeavyWeight,2221
Marvin,Maldonado,The Bulldog,"5' 6""",135 lbs.,--,,2,4,0,0,0.87,56%,3.47,43%,0.00,0%,20%,0.0,6,BantamWeight,2222
Bea,Malecki,,"5' 9""",135 lbs.,"74.0""",Orthodox,4,1,0,0,6.84,46%,6.96,62%,0.00,0%,78%,1.1,5,BantamWeight,2223
Nazareno,Malegarie,El Tigre,"5' 8""",155 lbs.,--,,28,4,0,0,3.87,34%,3.27,69%,1.00,33%,0%,0.0,32,LightWeight,2224
